nan,2.976033760232383099e-02,2.267276868180034127e-02,3.238272749727783006e-02,2.314249611294215067e-02,2.376846635178363545e-02,2.302595929180832612e-02,2.297253852623445600e-02,2.327815526730444076e-02,2.318452457162685151e-02
nan,nan,2.521797554736909461e-02,2.999579036107490396e-02,2.436005478152824047e-02,2.546846302711546634e-02,2.424056882935746518e-02,2.390174133043006244e-02,2.526726938317970864e-02,2.417395903827613407e-02
nan,nan,nan,4.989660404200781281e-03,5.054019521301891284e-03,4.973584324220193739e-03,5.076784606577826146e-03,5.027966903078918103e-03,5.025590973295501404e-03,5.733919896015508832e-03
nan,nan,nan,nan,2.660018615342063172e-02,2.768769564117182572e-02,2.646325392391340667e-02,2.794990234244629571e-02,2.611629914859948595e-02,2.590135622241107605e-02
nan,nan,nan,nan,nan,5.916901334566429700e-03,5.332105290803078844e-03,5.885558719393197726e-03,5.432052327834797217e-03,5.869736419224939016e-03
nan,nan,nan,nan,nan,nan,5.769155544067791457e-03,6.079160938723044728e-03,5.711304417093364567e-03,5.845537501293214880e-03
nan,nan,nan,nan,nan,nan,nan,1.866366009737171518e-03,1.882604102952277307e-03,1.930452623317507888e-03
nan,nan,nan,nan,nan,nan,nan,nan,1.861548120488984871e-03,1.944734836662746942e-03
nan,nan,nan,nan,nan,nan,nan,nan,nan,3.529924255034734906e-03
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
